PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REGION	CHR_ID	CHR_POS	STRONGEST SNP-RISK ALLELE	SNPS	SNP_ID_CURRENT	CONTEXT	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5p13.3	5	32694836	rs7731703-T	rs7731703	7731703	intron_variant	0.318	4E-18	17.397940008672
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5p13.3	5	32818967	rs9292468-T	rs9292468	9292468	intergenic_variant	0.399	2E-33	32.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5p13.2	5	37046524	rs301901-A	rs301901	301901	intron_variant	0.565	4E-16	15.397940008672
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q11.2	5	55659243	rs7716219-T	rs7716219	7716219	intron_variant	0.307	7E-22	21.1549019599857
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q14.3	5	89031965	rs6894139-T	rs6894139	6894139	non_coding_transcript_exon_variant	0.562	6E-24	23.2218487496164
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q21.3	5	108777643	rs13177718-T	rs13177718	13177718	intron_variant	0.075	3E-13	12.5228787452803
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q23.3	5	128042602	rs6887276-C	rs6887276	6887276	intron_variant	0.546	1E-09	9
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q34	5	168823898	rs2974438-A	rs2974438	2974438	intron_variant	0.203	4E-24	23.397940008672
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q35.1	5	171448093	rs4620037-A	rs4620037	4620037	intron_variant	0.796	1E-18	18
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q35.1	5	171856465	rs4868126-T	rs4868126	4868126	intergenic_variant	0.395	3E-29	28.5228787452803
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q35.2	5	177090325	rs422421-T	rs422421	422421	intron_variant	0.218	2E-20	19.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q35.3	5	177149292	rs11950938-C	rs11950938	11950938	intron_variant	0.971	5E-11	10.301029995664
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q35.3	5	179108712	rs11750568-A	rs11750568	11750568	intergenic_variant	0.332	6E-11	10.2218487496164
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p24.3	6	7708398	rs9392918-T	rs9392918	9392918	intergenic_variant	0.525	4E-38	37.397940008672
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p22.2	6	26157253	rs4141885-A	rs4141885	4141885	regulatory_region_variant	0.918	8E-22	21.0969100130081
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p22.2	6	26200449	rs806794-A	rs806794	806794	3_prime_UTR_variant	0.71	5E-74	73.301029995664
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p21.33	6	31138682	rs1265097-A	rs1265097	1265097	missense_variant	0.115	2E-32	31.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p21.33	6	31304484	rs6457374-T	rs6457374	6457374	intron_variant	0.73	8E-35	34.0969100130081
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p21.33	6	31620607	rs2857693-T	rs2857693	2857693	regulatory_region_variant	0.38	3E-29	28.5228787452803
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p21.31	6	34221089	rs12214804-T	rs12214804	12214804	regulatory_region_variant	0.92	2E-49	48.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p21.31	6	35279126	rs6919534-A	rs6919534	6919534	intron_variant	0.869	8E-31	30.0969100130081
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p21.1	6	45276678	rs10948222-T	rs10948222	10948222	intron_variant	0.418	1E-20	20
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q14.1	6	75454873	rs12209223-A	rs12209223	12209223	intron_variant	0.116	5E-25	24.301029995664
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q14.1	6	80246491	rs648831-T	rs648831	648831	intron_variant	0.503	3E-26	25.5228787452803
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q14.1	6	81082346	rs310421-T	rs310421	310421	intergenic_variant	0.537	3E-27	26.5228787452803
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q16.3	6	104944870	rs314263-T	rs314263	314263	intron_variant	0.676	1E-42	42
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q21	6	109402736	rs6920372-A	rs6920372	6920372	intron_variant	0.413	2E-17	16.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q22.32	6	126544987	rs1155939-A	rs1155939	1155939	intron_variant	0.499	1E-45	45
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q23.1	6	130053316	rs7740107-A	rs7740107	7740107	intron_variant	0.737	3E-36	35.5228787452803
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q24.2	6	142382740	rs4896582-A	rs4896582	4896582	intron_variant	0.299	3E-55	54.5228787452803
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q25.1	6	152024027	rs3020418-A	rs3020418	3020418	intron_variant	0.296	8E-24	23.0969100130081
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q25.3	6	158301002	rs1832871-A	rs1832871	1832871	intron_variant	0.337	2E-15	14.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7p22.3	7	2756323	rs798497-A	rs798497	798497	intron_variant	0.698	2E-71	70.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7p15.3	7	23481697	rs12538407-A	rs12538407	12538407	intergenic_variant	0.602	4E-26	25.397940008672
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7p15.1	7	28165684	rs552707-T	rs552707	552707	intron_variant	0.305	9E-46	45.0457574905607
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7p14.1	7	38070471	rs6974574-A	rs6974574	6974574	regulatory_region_variant	0.313	1E-18	18
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7p12.3	7	46161757	rs1007358-A	rs1007358	1007358	intergenic_variant	0.773	9E-10	9.04575749056068
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7q11.23	7	77678978	rs17807185-A	rs17807185	17807185	intron_variant	0.618	4E-13	12.397940008672
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7q21.2	7	92615108	rs42039-T	rs42039	42039	3_prime_UTR_variant	0.266	4E-88	87.397940008672
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7q36.1	7	148932667	rs822531-T	rs822531	822531	intergenic_variant	0.776	2E-18	17.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	8q12.1	8	56183249	rs10958476-T	rs10958476	10958476	intron_variant	0.786	2E-40	39.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	8q12.1	8	56243039	rs9650315-T	rs9650315	9650315	intergenic_variant	0.133	2E-41	40.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	8q21.13	8	77235955	rs4735677-A	rs4735677	4735677	intergenic_variant	0.716	6E-30	29.2218487496164
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	8q24.21	8	129711482	rs4733724-A	rs4733724	4733724	intron_variant	0.802	1E-41	41
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	8q24.22	8	134638240	rs1036821-A	rs1036821	1036821	intron_variant	0.3	1E-30	30
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	8q24.3	8	143963405	rs11783655-A	rs11783655	11783655	intron_variant	0.395	1E-09	9
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	9q21.13	9	75927370	rs11144688-A	rs11144688	11144688	intron_variant	0.108	6E-24	23.2218487496164
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	9q22.31	9	92625701	rs7043114-T	rs7043114	7043114	intron_variant	0.56	2E-22	21.698970004336
